"municipio_distrito","fecha_informe","casos_confirmados_totales","tasa_incidencia_acumulada_total","codigo_geometria","casos_semanales","tasa_incidencia_semanal","week"
"Madrid-Villa de Vallecas","2022-03-22",25313,22116.5,79618,118,103.099999999999,106
"Madrid-Villaverde","2020-03-03",0,0.67,79617,26,16.79,1
"Madrid-Villaverde","2020-03-10",26,17.46,79617,122,81.9,2
"Madrid-Villaverde","2020-03-17",148,99.36,79617,296,198.73,3
"Madrid-Villaverde","2020-03-24",444,298.09,79617,273,183.29,4
"Madrid-Villaverde","2020-03-31",717,481.38,79617,223,149.72,5
"Madrid-Villaverde","2020-04-07",940,631.1,79617,153,102.72,6
"Madrid-Villaverde","2020-04-14",1093,733.82,79617,139,93.3299999999999,7
"Madrid-Villaverde","2020-04-21",1232,827.15,79617,100,67.13,8
"Madrid-Villaverde","2020-04-28",1332,894.28,79617,34,22.83,9
"Madrid-Villaverde","2020-05-05",1366,917.11,79617,18,12.09,10
"Madrid-Villaverde","2020-05-12",1384,929.2,79617,26,17.4499999999999,11
"Madrid-Villaverde","2020-05-19",1410,946.65,79617,59,39.61,12
"Madrid-Villaverde","2020-05-26",1469,986.26,79617,15,10.0700000000001,13
"Madrid-Villaverde","2020-06-02",1484,996.33,79617,37,24.8499999999999,14
"Madrid-Villaverde","2020-06-09",1521,1021.18,79617,20,13.42,15
"Madrid-Villaverde","2020-06-16",1541,1034.6,79617,18,12.0900000000001,16
"Madrid-Villaverde","2020-06-23",1559,1046.69,79617,20,13.4299999999998,17
"Madrid-Villaverde","2020-06-30",1579,1060.12,79617,21,14.0900000000001,18
"Madrid-Villaverde","2020-07-07",1600,1074.21,79617,21,14.0999999999999,19
"Madrid-Villaverde","2020-07-14",1621,1088.31,79617,13,8.73000000000002,20
"Madrid-Villaverde","2020-07-21",1634,1097.04,79617,51,34.24,21
"Madrid-Villaverde","2020-07-28",1685,1131.28,NA,127,85.27,22
"Madrid-Villaverde","2020-08-04",1812,1216.55,79617,225,151.06,23
"Madrid-Villaverde","2020-08-11",2037,1367.61,79617,445,298.77,24
"Madrid-Villaverde","2020-08-18",2482,1666.38,79617,663,445.12,25
"Madrid-Villaverde","2020-08-25",3145,2111.5,79617,752,504.88,26
"Madrid-Villaverde","2020-09-01",3897,2616.38,79617,802,538.45,27
"Madrid-Villaverde","2020-09-08",4699,3154.83,79617,998,670.05,28
"Madrid-Villaverde","2020-09-15",5697,3824.88,79617,950,637.809999999999,29
"Madrid-Villaverde","2020-09-22",6647,4462.69,79617,867,582.09,30
"Madrid-Villaverde","2020-09-29",7514,5044.78,79617,666,447.14,31
"Madrid-Villaverde","2020-10-06",8180,5491.92,79617,434,291.38,32
"Madrid-Villaverde","2020-10-13",8614,5783.3,79617,338,226.929999999999,33
"Madrid-Villaverde","2020-10-20",8952,6010.23,79617,302,202.76,34
"Madrid-Villaverde","2020-10-27",9254,6212.99,79617,248,166.5,35
"Madrid-Villaverde","2020-11-03",9502,6379.49,79617,231,155.09,36
"Madrid-Villaverde","2020-11-10",9733,6534.58,79617,208,139.65,37
"Madrid-Villaverde","2020-11-17",9941,6674.23,79617,198,132.940000000001,38
"Madrid-Villaverde","2020-11-24",10139,6807.17,79617,185,124.2,39
"Madrid-Villaverde","2020-12-01",10324,6931.37,79617,143,96.0100000000002,40
"Madrid-Villaverde","2020-12-09",10467,7027.38,79617,167,112.12,41
"Madrid-Villaverde","2020-12-15",10634,7139.5,79617,246,165.16,42
"Madrid-Villaverde","2020-12-22",10880,7304.66,79617,171,114.81,43
"Madrid-Villaverde","2020-12-29",11051,7419.47,79617,345,231.63,44
"Madrid-Villaverde","2021-01-05",11396,7651.1,79617,495,332.33,45
"Madrid-Villaverde","2021-01-12",11891,7983.43,79617,545,365.9,46
"Madrid-Villaverde","2021-01-19",12436,8349.33,79617,727,488.1,47
"Madrid-Villaverde","2021-01-26",13163,8837.43,79617,651,437.07,48
"Madrid-Villaverde","2021-02-02",13814,9274.5,79617,516,346.440000000001,49
"Madrid-Villaverde","2021-02-09",14330,9620.94,79617,317,212.83,50
"Madrid-Villaverde","2021-02-16",14647,9833.77,79617,223,149.709999999999,51
"Madrid-Villaverde","2021-02-23",14870,9983.48,79617,137,91.9799999999996,52
"Madrid-Villaverde","2021-03-02",15007,10075.46,79617,116,77.880000000001,53
"Madrid-Villaverde","2021-03-09",15123,10153.34,79617,155,104.07,54
"Madrid-Villaverde","2021-03-16",15278,10257.41,79617,151,101.380000000001,55
"Madrid-Villaverde","2021-03-23",15429,10358.79,79617,192,128.9,56
"Madrid-Villaverde","2021-03-30",15621,10487.69,79617,178,119.51,57
"Madrid-Villaverde","2021-04-06",15799,10607.2,79617,272,-196.570000000002,58
"Madrid-Villaverde","2021-04-13",16071,10410.63,79617,333,215.720000000001,59
"Madrid-Villaverde","2021-04-20",16404,10626.35,79617,267,172.959999999999,60
"Madrid-Villaverde","2021-04-27",16671,10799.31,79617,245,158.710000000001,61
"Madrid-Villaverde","2021-05-04",16916,10958.02,79617,178,115.299999999999,62
"Madrid-Villaverde","2021-05-11",17094,11073.32,79617,163,105.59,63
"Madrid-Villaverde","2021-05-18",17257,11178.91,79617,122,79.0300000000007,64
"Madrid-Villaverde","2021-05-25",17379,11257.94,79617,91,58.9499999999989,65
"Madrid-Villaverde","2021-06-01",17470,11316.89,79617,61,39.5200000000004,66
"Madrid-Villaverde","2021-06-08",17531,11356.41,79617,115,74.4899999999998,67
"Madrid-Villaverde","2021-06-15",17646,11430.9,79617,54,34.9799999999996,68
"Madrid-Villaverde","2021-06-22",17700,11465.88,79617,44,28.5100000000002,69
"Madrid-Villaverde","2021-06-29",17744,11494.39,79617,234,151.58,70
"Madrid-Villaverde","2021-07-13",17978,11645.97,79617,385,249.400000000001,71
"Madrid-Villaverde","2021-07-20",18363,11895.37,79617,558,361.469999999999,72
"Madrid-Villaverde","2021-07-27",18921,12256.84,79617,647,419.119999999999,73
"Madrid-Villaverde","2021-08-03",19568,12675.96,79617,427,276.6,74
"Madrid-Villaverde","2021-08-10",19995,12952.56,79617,378,244.870000000001,75
"Madrid-Villaverde","2021-08-17",20373,13197.43,79617,311,201.459999999999,76
"Madrid-Villaverde","2021-08-24",20684,13398.89,79617,264,171.02,77
"Madrid-Villaverde","2021-08-31",20948,13569.91,79617,217,140.57,78
"Madrid-Villaverde","2021-09-07",21165,13710.48,79617,145,93.9300000000003,79
"Madrid-Villaverde","2021-09-14",21310,13804.41,79617,83,53.7600000000002,80
"Madrid-Villaverde","2021-09-21",21393,13858.17,79617,83,53.7700000000004,81
"Madrid-Villaverde","2021-09-28",21476,13911.94,79617,73,47.2899999999991,82
"Madrid-Villaverde","2021-10-05",21549,13959.23,79617,57,36.9200000000001,83
"Madrid-Villaverde","2021-10-13",21606,13996.15,79617,34,22.0300000000007,84
"Madrid-Villaverde","2021-10-19",21640,14018.18,79617,64,41.4599999999991,85
"Madrid-Villaverde","2021-10-26",21704,14059.64,79617,67,43.4000000000015,86
"Madrid-Villaverde","2021-11-02",21771,14103.04,79617,149,96.5199999999986,87
"Madrid-Villaverde","2021-11-16",21920,14199.56,79617,84,54.4099999999999,88
"Madrid-Villaverde","2021-11-23",22004,14253.97,79617,113,73.2000000000007,89
"Madrid-Villaverde","2021-11-30",22117,14327.17,79617,96,62.1900000000005,90
"Madrid-Villaverde","2021-12-07",22213,14389.36,79617,160,103.65,91
"Madrid-Villaverde","2021-12-14",22373,14493.01,79617,598,387.379999999999,92
"Madrid-Villaverde","2021-12-21",22971,14880.39,79617,1654,1071.44,93
"Madrid-Villaverde","2021-12-28",24625,15951.83,79617,2037,1319.55,94
"Madrid-Villaverde","2022-01-04",26662,17271.38,79617,2234,1447.16,95
"Madrid-Villaverde","2022-01-11",28896,18718.54,79617,3267,2116.33,96
"Madrid-Villaverde","2022-01-18",32163,20834.87,79617,1448,938,97
"Madrid-Villaverde","2022-01-25",33611,21772.87,79617,903,584.960000000003,98
"Madrid-Villaverde","2022-02-01",34514,22357.83,79617,771,499.439999999999,99
"Madrid-Villaverde","2022-02-08",35285,22857.27,79617,322,208.59,100
"Madrid-Villaverde","2022-02-15",35607,23065.86,79617,243,157.41,101
"Madrid-Villaverde","2022-02-22",35850,23223.27,79617,158,102.349999999999,102
"Madrid-Villaverde","2022-03-01",36008,23325.62,79617,163,105.59,103
"Madrid-Villaverde","2022-03-08",36171,23431.21,79617,139,90.0499999999993,104
"Madrid-Villaverde","2022-03-15",36310,23521.26,79617,163,105.59,105
"Madrid-Villaverde","2022-03-22",36473,23626.85,79617,120,77.7300000000032,106
