"municipio_distrito","fecha_informe","casos_confirmados_totales","tasa_incidencia_acumulada_total","codigo_geometria","casos_semanales","tasa_incidencia_semanal","week"
"Madrid-Centro","2020-10-20",5797,4298.91,79601,303,224.7,34
"Madrid-Centro","2020-10-27",6100,4523.61,79601,248,183.910000000001,35
"Madrid-Centro","2020-11-03",6348,4707.52,79601,247,183.169999999999,36
"Madrid-Centro","2020-11-10",6595,4890.69,79601,223,165.370000000001,37
"Madrid-Centro","2020-11-17",6818,5056.06,79601,161,119.4,38
"Madrid-Centro","2020-11-24",6979,5175.46,79601,194,143.86,39
"Madrid-Centro","2020-12-01",7173,5319.32,79601,176,130.52,40
"Madrid-Centro","2020-12-09",7349,5449.84,79601,284,210.61,41
"Madrid-Centro","2020-12-15",7633,5660.45,79601,417,309.23,42
"Madrid-Centro","2020-12-22",8050,5969.68,79601,241,178.719999999999,43
"Madrid-Centro","2020-12-29",8291,6148.4,79601,276,204.68,44
"Madrid-Centro","2021-01-05",8567,6353.08,79601,437,324.07,45
"Madrid-Centro","2021-01-12",9004,6677.15,79601,484,358.92,46
"Madrid-Centro","2021-01-19",9488,7036.07,79601,761,564.34,47
"Madrid-Centro","2021-01-26",10249,7600.41,79601,717,531.71,48
"Madrid-Centro","2021-02-02",10966,8132.12,79601,470,348.54,49
"Madrid-Centro","2021-02-09",11436,8480.66,79601,385,285.51,50
"Madrid-Centro","2021-02-16",11821,8766.17,79601,256,189.84,51
"Madrid-Centro","2021-02-23",12077,8956.01,79601,187,138.67,52
"Madrid-Centro","2021-03-02",12264,9094.68,79601,175,129.779999999999,53
"Madrid-Centro","2021-03-09",12439,9224.46,79601,167,123.84,54
"Madrid-Centro","2021-03-16",12606,9348.3,79601,173,128.300000000001,55
"Madrid-Centro","2021-03-23",12779,9476.6,79601,300,222.469999999999,56
"Madrid-Centro","2021-03-30",13079,9699.07,79601,228,169.08,57
"Madrid-Centro","2021-04-06",13307,9868.15,79601,405,-110.389999999999,58
"Madrid-Centro","2021-04-13",13712,9757.76,79601,367,261.17,59
"Madrid-Centro","2021-04-20",14079,10018.93,79601,340,241.949999999999,60
"Madrid-Centro","2021-04-27",14419,10260.88,79601,320,227.720000000001,61
"Madrid-Centro","2021-05-04",14739,10488.6,79601,224,159.4,62
"Madrid-Centro","2021-05-11",14963,10648,79601,180,128.1,63
"Madrid-Centro","2021-05-18",15143,10776.1,79601,147,104.6,64
"Madrid-Centro","2021-05-25",15290,10880.7,79601,128,91.0900000000001,65
"Madrid-Centro","2021-06-01",15418,10971.79,79601,103,73.2999999999993,66
"Madrid-Centro","2021-06-08",15521,11045.09,79601,101,71.869999999999,67
"Madrid-Centro","2021-06-15",15622,11116.96,79601,100,71.1600000000017,68
"Madrid-Centro","2021-06-22",15722,11188.12,79601,99,70.4599999999991,69
"Madrid-Centro","2021-06-29",15821,11258.58,79601,680,483.9,70
"Madrid-Centro","2021-07-13",16501,11742.48,79601,829,589.93,71
"Madrid-Centro","2021-07-20",17330,12332.41,79601,857,609.860000000001,72
"Madrid-Centro","2021-07-27",18187,12942.27,79601,764,543.68,73
"Madrid-Centro","2021-08-03",18951,13485.95,79601,472,335.889999999999,74
"Madrid-Centro","2021-08-10",19423,13821.84,79601,306,217.75,75
"Madrid-Centro","2021-08-17",19729,14039.59,79601,157,111.73,76
"Madrid-Centro","2021-08-24",19886,14151.32,79601,149,106.030000000001,77
"Madrid-Centro","2021-08-31",20035,14257.35,79601,89,63.3400000000001,78
"Madrid-Centro","2021-09-07",20124,14320.69,79601,54,38.4200000000001,79
"Madrid-Centro","2021-09-14",20178,14359.11,79601,60,42.6999999999989,80
"Madrid-Centro","2021-09-21",20238,14401.81,79601,47,33.4500000000007,81
"Madrid-Centro","2021-09-28",20285,14435.26,79601,28,19.9200000000001,82
"Madrid-Centro","2021-10-05",20313,14455.18,79601,33,23.4899999999998,83
"Madrid-Centro","2021-10-13",20346,14478.67,79601,44,31.3099999999995,84
"Madrid-Centro","2021-10-19",20390,14509.98,79601,55,39.1400000000012,85
"Madrid-Centro","2021-10-26",20445,14549.12,79601,48,34.1499999999996,86
"Madrid-Centro","2021-11-02",20493,14583.27,79601,119,84.6899999999987,87
"Madrid-Centro","2021-11-16",20612,14667.96,79601,82,58.3500000000004,88
"Madrid-Centro","2021-11-23",20694,14726.31,79601,97,69.0300000000007,89
"Madrid-Centro","2021-11-30",20791,14795.34,79601,144,102.469999999999,90
"Madrid-Centro","2021-12-07",20935,14897.81,79601,289,205.66,91
"Madrid-Centro","2021-12-14",21224,15103.47,79601,1242,883.83,92
"Madrid-Centro","2021-12-21",22466,15987.3,79601,2423,1724.27,93
"Madrid-Centro","2021-12-28",24889,17711.57,79601,1583,1126.49,94
"Madrid-Centro","2022-01-04",26472,18838.06,79601,1732,1232.53,95
"Madrid-Centro","2022-01-11",28204,20070.59,79601,2489,1771.23,96
"Madrid-Centro","2022-01-18",30693,21841.82,79601,1534,1091.63,97
"Madrid-Centro","2022-01-25",32227,22933.45,79601,945,672.48,98
"Madrid-Centro","2022-02-01",33172,23605.93,79601,866,616.27,99
"Madrid-Centro","2022-02-08",34038,24222.2,79601,326,231.989999999998,100
"Madrid-Centro","2022-02-15",34364,24454.19,79601,329,234.120000000003,101
"Madrid-Centro","2022-02-22",34693,24688.31,79601,225,160.109999999997,102
"Madrid-Centro","2022-03-01",34918,24848.42,79601,188,133.790000000001,103
"Madrid-Centro","2022-03-08",35106,24982.21,79601,204,145.170000000002,104
"Madrid-Centro","2022-03-15",35310,25127.38,79601,219,155.849999999999,105
"Madrid-Centro","2022-03-22",35529,25283.23,79601,195,138.760000000002,106
"Madrid-Chamartín","2020-03-03",0,1.37,79605,32,20.57,1
"Madrid-Chamartín","2020-03-10",32,21.94,79605,124,85.02,2
"Madrid-Chamartín","2020-03-17",156,106.96,79605,274,187.87,3
"Madrid-Chamartín","2020-03-24",430,294.83,79605,280,191.97,4
"Madrid-Chamartín","2020-03-31",710,486.8,79605,328,224.89,5
"Madrid-Chamartín","2020-04-07",1038,711.69,79605,116,79.54,6
"Madrid-Chamartín","2020-04-14",1154,791.23,79605,164,112.44,7
"Madrid-Chamartín","2020-04-21",1318,903.67,79605,157,107.65,8
"Madrid-Chamartín","2020-04-28",1475,1011.32,79605,73,50.0499999999998,9
"Madrid-Chamartín","2020-05-05",1548,1061.37,79605,37,25.3700000000001,10
"Madrid-Chamartín","2020-05-12",1585,1086.74,79605,43,29.48,11
"Madrid-Chamartín","2020-05-19",1628,1116.22,79605,117,80.22,12
"Madrid-Chamartín","2020-05-26",1745,1196.44,79605,25,17.1399999999999,13
"Madrid-Chamartín","2020-06-02",1770,1213.58,79605,15,10.29,14
"Madrid-Chamartín","2020-06-09",1785,1223.87,79605,10,6.85000000000014,15
"Madrid-Chamartín","2020-06-16",1795,1230.72,79605,9,6.18000000000006,16
"Madrid-Chamartín","2020-06-23",1804,1236.9,79605,4,2.74000000000001,17
"Madrid-Chamartín","2020-06-30",1808,1239.64,79605,33,22.6199999999999,18
"Madrid-Chamartín","2020-07-07",1841,1262.26,79605,16,10.97,19
"Madrid-Chamartín","2020-07-14",1857,1273.23,79605,23,15.77,20
"Madrid-Chamartín","2020-07-21",1880,1289,79605,16,10.97,21
"Madrid-Chamartín","2020-07-28",1896,1299.97,NA,58,39.77,22
"Madrid-Chamartín","2020-08-04",1954,1339.74,79605,78,53.48,23
"Madrid-Chamartín","2020-08-11",2032,1393.22,79605,146,100.11,24
"Madrid-Chamartín","2020-08-18",2178,1493.33,79605,214,146.72,25
"Madrid-Chamartín","2020-08-25",2392,1640.05,79605,370,253.69,26
"Madrid-Chamartín","2020-09-01",2762,1893.74,79605,307,210.49,27
"Madrid-Chamartín","2020-09-08",3069,2104.23,79605,439,301,28
"Madrid-Chamartín","2020-09-15",3508,2405.23,79605,557,381.9,29
"Madrid-Chamartín","2020-09-22",4065,2787.13,79605,478,327.74,30
"Madrid-Chamartín","2020-09-29",4543,3114.87,79605,331,226.94,31
"Madrid-Chamartín","2020-10-06",4874,3341.81,79605,287,196.78,32
"Madrid-Chamartín","2020-10-13",5161,3538.59,79605,309,211.86,33
"Madrid-Chamartín","2020-10-20",5470,3750.45,79605,356,244.09,34
"Madrid-Chamartín","2020-10-27",5826,3994.54,79605,264,181.01,35
"Madrid-Chamartín","2020-11-03",6090,4175.55,79605,246,168.67,36
"Madrid-Chamartín","2020-11-10",6336,4344.22,79605,235,161.12,37
"Madrid-Chamartín","2020-11-17",6571,4505.34,79605,208,142.62,38
"Madrid-Chamartín","2020-11-24",6779,4647.96,79605,181,124.1,39
"Madrid-Chamartín","2020-12-01",6960,4772.06,79605,168,115.19,40
"Madrid-Chamartín","2020-12-09",7128,4887.25,79605,262,179.63,41
"Madrid-Chamartín","2020-12-15",7390,5066.88,79605,304,208.44,42
"Madrid-Chamartín","2020-12-22",7694,5275.32,79605,266,182.38,43
"Madrid-Chamartín","2020-12-29",7960,5457.7,79605,342,234.49,44
"Madrid-Chamartín","2021-01-05",8302,5692.19,79605,590,404.530000000001,45
"Madrid-Chamartín","2021-01-12",8892,6096.72,79605,633,434.009999999999,46
"Madrid-Chamartín","2021-01-19",9525,6530.73,79605,819,561.540000000001,47
"Madrid-Chamartín","2021-01-26",10344,7092.27,79605,670,459.379999999999,48
"Madrid-Chamartín","2021-02-02",11014,7551.65,79605,574,393.55,49
"Madrid-Chamartín","2021-02-09",11588,7945.2,79605,354,242.72,50
"Madrid-Chamartín","2021-02-16",11942,8187.92,79605,231,158.379999999999,51
"Madrid-Chamartín","2021-02-23",12173,8346.3,79605,204,139.870000000001,52
"Madrid-Chamartín","2021-03-02",12377,8486.17,79605,197,135.08,53
"Madrid-Chamartín","2021-03-09",12574,8621.25,79605,227,155.639999999999,54
"Madrid-Chamartín","2021-03-16",12801,8776.89,79605,207,141.92,55
"Madrid-Chamartín","2021-03-23",13008,8918.81,79605,296,202.950000000001,56
"Madrid-Chamartín","2021-03-30",13304,9121.76,79605,219,150.16,57
"Madrid-Chamartín","2021-04-06",13523,9271.92,79605,342,124.959999999999,58
"Madrid-Chamartín","2021-04-13",13865,9396.88,79605,326,220.940000000001,59
"Madrid-Chamartín","2021-04-20",14191,9617.82,79605,382,258.9,60
"Madrid-Chamartín","2021-04-27",14573,9876.72,79605,321,217.550000000001,61
"Madrid-Chamartín","2021-05-04",14894,10094.27,79605,239,161.98,62
"Madrid-Chamartín","2021-05-11",15133,10256.25,79605,147,99.6299999999992,63
"Madrid-Chamartín","2021-05-18",15280,10355.88,79605,171,115.900000000001,64
"Madrid-Chamartín","2021-05-25",15451,10471.78,79605,138,93.5199999999986,65
"Madrid-Chamartín","2021-06-01",15589,10565.3,79605,108,73.2000000000007,66
"Madrid-Chamartín","2021-06-08",15697,10638.5,79605,97,65.7399999999998,67
"Madrid-Chamartín","2021-06-15",15794,10704.24,79605,86,58.2900000000009,68
"Madrid-Chamartín","2021-06-22",15880,10762.53,79605,116,78.6099999999988,69
"Madrid-Chamartín","2021-06-29",15996,10841.14,79605,544,368.700000000001,70
"Madrid-Chamartín","2021-07-13",16540,11209.84,79605,712,482.549999999999,71
"Madrid-Chamartín","2021-07-20",17252,11692.39,79605,662,448.66,72
"Madrid-Chamartín","2021-07-27",17914,12141.05,79605,519,351.75,73
"Madrid-Chamartín","2021-08-03",18433,12492.8,79605,338,229.08,74
"Madrid-Chamartín","2021-08-10",18771,12721.88,79605,191,129.440000000001,75
"Madrid-Chamartín","2021-08-17",18962,12851.32,79605,134,90.8199999999997,76
"Madrid-Chamartín","2021-08-24",19096,12942.14,79605,104,70.4899999999998,77
"Madrid-Chamartín","2021-08-31",19200,13012.63,79605,79,53.5400000000009,78
"Madrid-Chamartín","2021-09-07",19279,13066.17,79605,76,51.5100000000002,79
"Madrid-Chamartín","2021-09-14",19355,13117.68,79605,78,52.8600000000006,80
"Madrid-Chamartín","2021-09-21",19433,13170.54,79605,42,28.4699999999993,81
"Madrid-Chamartín","2021-09-28",19475,13199.01,79605,43,29.1399999999994,82
"Madrid-Chamartín","2021-10-05",19518,13228.15,79605,38,25.75,83
"Madrid-Chamartín","2021-10-13",19556,13253.9,79605,49,33.2100000000009,84
"Madrid-Chamartín","2021-10-19",19605,13287.11,79605,58,39.3099999999995,85
"Madrid-Chamartín","2021-10-26",19663,13326.42,79605,51,34.5699999999997,86
"Madrid-Chamartín","2021-11-02",19714,13360.99,79605,104,70.4799999999996,87
"Madrid-Chamartín","2021-11-16",19818,13431.47,79605,92,62.3500000000004,88
"Madrid-Chamartín","2021-11-23",19910,13493.82,79605,143,96.9200000000001,89
"Madrid-Chamartín","2021-11-30",20053,13590.74,79605,180,121.99,90
"Madrid-Chamartín","2021-12-07",20233,13712.73,79605,339,229.76,91
"Madrid-Chamartín","2021-12-14",20572,13942.49,79605,1260,853.950000000001,92
"Madrid-Chamartín","2021-12-21",21832,14796.44,79605,2164,1466.63,93
"Madrid-Chamartín","2021-12-28",23996,16263.07,79605,1498,1015.26,94
"Madrid-Chamartín","2022-01-04",25494,17278.33,79605,1570,1064.05,95
"Madrid-Chamartín","2022-01-11",27064,18342.38,79605,2002,1356.84,96
"Madrid-Chamartín","2022-01-18",29066,19699.22,79605,1362,923.079999999998,97
"Madrid-Chamartín","2022-01-25",30428,20622.3,79605,1129,765.170000000002,98
"Madrid-Chamartín","2022-02-01",31557,21387.47,79605,909,616.07,99
"Madrid-Chamartín","2022-02-08",32466,22003.54,79605,383,259.57,100
"Madrid-Chamartín","2022-02-15",32849,22263.11,79605,404,273.809999999998,101
"Madrid-Chamartín","2022-02-22",33253,22536.92,79605,314,212.810000000001,102
"Madrid-Chamartín","2022-03-01",33567,22749.73,79605,327,221.619999999999,103
"Madrid-Chamartín","2022-03-08",33894,22971.35,79605,255,172.830000000002,104
"Madrid-Chamartín","2022-03-15",34149,23144.18,79605,248,168.079999999998,105
"Madrid-Chamartín","2022-03-22",34397,23312.26,79605,223,151.130000000001,106
"Madrid-Chamberí","2020-03-03",0,1.43,79607,19,12.2,1
"Madrid-Chamberí","2020-03-10",19,13.63,79607,101,72.47,2
"Madrid-Chamberí","2020-03-17",120,86.1,79607,158,113.36,3
"Madrid-Chamberí","2020-03-24",278,199.46,79607,311,223.13,4
"Madrid-Chamberí","2020-03-31",589,422.59,79607,303,217.39,5
"Madrid-Chamberí","2020-04-07",892,639.98,79607,148,106.19,6
"Madrid-Chamberí","2020-04-14",1040,746.17,79607,239,171.47,7
"Madrid-Chamberí","2020-04-21",1279,917.64,79607,142,101.88,8
"Madrid-Chamberí","2020-04-28",1421,1019.52,79607,44,31.5699999999999,9
"Madrid-Chamberí","2020-05-05",1465,1051.09,79607,44,31.5700000000002,10
"Madrid-Chamberí","2020-05-12",1509,1082.66,79607,36,25.8299999999999,11
"Madrid-Chamberí","2020-05-19",1545,1108.49,79607,113,81.0699999999999,12
"Madrid-Chamberí","2020-05-26",1658,1189.56,79607,23,16.5,13
"Madrid-Chamberí","2020-06-02",1681,1206.06,79607,27,19.3800000000001,14
"Madrid-Chamberí","2020-06-09",1708,1225.44,79607,17,12.1900000000001,15
"Madrid-Chamberí","2020-06-16",1725,1237.63,79607,14,10.05,16
"Madrid-Chamberí","2020-06-23",1739,1247.68,79607,14,10.04,17
"Madrid-Chamberí","2020-06-30",1753,1257.72,79607,41,29.4200000000001,18
"Madrid-Chamberí","2020-07-07",1794,1287.14,79607,19,13.6299999999999,19
"Madrid-Chamberí","2020-07-14",1813,1300.77,79607,10,7.17000000000007,20
"Madrid-Chamberí","2020-07-21",1823,1307.94,79607,26,18.6599999999999,21
"Madrid-Chamberí","2020-07-28",1849,1326.6,NA,41,29.4100000000001,22
"Madrid-Chamberí","2020-08-04",1890,1356.01,79607,80,57.4000000000001,23
"Madrid-Chamberí","2020-08-11",1970,1413.41,79607,139,99.73,24
"Madrid-Chamberí","2020-08-18",2109,1513.14,79607,145,104.03,25
"Madrid-Chamberí","2020-08-25",2254,1617.17,79607,152,109.06,26
"Madrid-Chamberí","2020-09-01",2406,1726.23,79607,317,227.44,27
"Madrid-Chamberí","2020-09-08",2723,1953.67,79607,246,176.49,28
"Madrid-Chamberí","2020-09-15",2969,2130.16,79607,459,329.32,29
"Madrid-Chamberí","2020-09-22",3428,2459.48,79607,457,327.88,30
"Madrid-Chamberí","2020-09-29",3885,2787.36,79607,577,413.98,31
"Madrid-Chamberí","2020-10-06",4462,3201.34,79607,378,271.21,32
"Madrid-Chamberí","2020-10-13",4840,3472.55,79607,329,236.04,33
"Madrid-Chamberí","2020-10-20",5169,3708.59,79607,648,464.92,34
"Madrid-Chamberí","2020-10-27",5817,4173.51,79607,361,259.01,35
"Madrid-Chamberí","2020-11-03",6178,4432.52,79607,259,185.82,36
"Madrid-Chamberí","2020-11-10",6437,4618.34,79607,269,193,37
"Madrid-Chamberí","2020-11-17",6706,4811.34,79607,224,160.71,38
"Madrid-Chamberí","2020-11-24",6930,4972.05,79607,208,149.24,39
"Madrid-Chamberí","2020-12-01",7138,5121.29,79607,239,171.47,40
"Madrid-Chamberí","2020-12-09",7377,5292.76,79607,231,165.74,41
"Madrid-Chamberí","2020-12-15",7608,5458.5,79607,390,279.81,42
"Madrid-Chamberí","2020-12-22",7998,5738.31,79607,267,191.559999999999,43
"Madrid-Chamberí","2020-12-29",8265,5929.87,79607,329,236.05,44
"Madrid-Chamberí","2021-01-05",8594,6165.92,79607,544,390.3,45
"Madrid-Chamberí","2021-01-12",9138,6556.22,79607,639,458.469999999999,46
"Madrid-Chamberí","2021-01-19",9777,7014.69,79607,784,562.490000000001,47
"Madrid-Chamberí","2021-01-26",10561,7577.18,79607,732,525.19,48
"Madrid-Chamberí","2021-02-02",11293,8102.37,79607,616,441.96,49
"Madrid-Chamberí","2021-02-09",11909,8544.33,79607,388,278.379999999999,50
"Madrid-Chamberí","2021-02-16",12297,8822.71,79607,282,202.320000000002,51
"Madrid-Chamberí","2021-02-23",12579,9025.03,79607,215,154.26,52
"Madrid-Chamberí","2021-03-02",12794,9179.29,79607,225,161.429999999998,53
"Madrid-Chamberí","2021-03-09",13019,9340.72,79607,174,124.84,54
"Madrid-Chamberí","2021-03-16",13193,9465.56,79607,203,145.640000000001,55
"Madrid-Chamberí","2021-03-23",13396,9611.2,79607,272,195.16,56
"Madrid-Chamberí","2021-03-30",13668,9806.36,79607,262,187.969999999999,57
"Madrid-Chamberí","2021-04-06",13930,9994.33,79607,385,170.120000000001,58
"Madrid-Chamberí","2021-04-13",14315,10164.45,79607,396,281.179999999998,59
"Madrid-Chamberí","2021-04-20",14711,10445.63,79607,407,288.990000000002,60
"Madrid-Chamberí","2021-04-27",15118,10734.62,79607,328,232.9,61
"Madrid-Chamberí","2021-05-04",15446,10967.52,79607,225,159.76,62
"Madrid-Chamberí","2021-05-11",15671,11127.28,79607,166,117.869999999999,63
"Madrid-Chamberí","2021-05-18",15837,11245.15,79607,140,99.4099999999999,64
"Madrid-Chamberí","2021-05-25",15977,11344.56,79607,133,94.4400000000005,65
"Madrid-Chamberí","2021-06-01",16110,11439,79607,99,70.2900000000009,66
"Madrid-Chamberí","2021-06-08",16209,11509.29,79607,62,44.0299999999988,67
"Madrid-Chamberí","2021-06-15",16271,11553.32,79607,100,71,68
"Madrid-Chamberí","2021-06-22",16371,11624.32,79607,115,81.6599999999999,69
"Madrid-Chamberí","2021-06-29",16486,11705.98,79607,641,455.15,70
"Madrid-Chamberí","2021-07-13",17127,12161.13,79607,742,526.860000000001,71
"Madrid-Chamberí","2021-07-20",17869,12687.99,79607,703,499.17,72
"Madrid-Chamberí","2021-07-27",18572,13187.16,79607,523,371.360000000001,73
"Madrid-Chamberí","2021-08-03",19095,13558.52,79607,362,257.039999999999,74
"Madrid-Chamberí","2021-08-10",19457,13815.56,79607,230,163.310000000001,75
"Madrid-Chamberí","2021-08-17",19687,13978.87,79607,158,112.189999999999,76
"Madrid-Chamberí","2021-08-24",19845,14091.06,79607,95,67.4500000000007,77
"Madrid-Chamberí","2021-08-31",19940,14158.51,79607,61,43.3199999999997,78
"Madrid-Chamberí","2021-09-07",20001,14201.83,79607,64,45.4400000000005,79
"Madrid-Chamberí","2021-09-14",20065,14247.27,79607,50,35.5,80
"Madrid-Chamberí","2021-09-21",20115,14282.77,79607,41,29.1099999999988,81
"Madrid-Chamberí","2021-09-28",20156,14311.88,79607,40,28.4100000000017,82
"Madrid-Chamberí","2021-10-05",20196,14340.29,79607,34,24.1399999999994,83
"Madrid-Chamberí","2021-10-13",20230,14364.43,79607,45,31.9499999999989,84
"Madrid-Chamberí","2021-10-19",20275,14396.38,79607,53,37.630000000001,85
"Madrid-Chamberí","2021-10-26",20328,14434.01,79607,46,32.6700000000001,86
"Madrid-Chamberí","2021-11-02",20374,14466.68,79607,122,86.619999999999,87
"Madrid-Chamberí","2021-11-16",20496,14553.3,79607,76,53.9700000000012,88
"Madrid-Chamberí","2021-11-23",20572,14607.27,79607,157,111.48,89
"Madrid-Chamberí","2021-11-30",20729,14718.75,79607,210,149.110000000001,90
"Madrid-Chamberí","2021-12-07",20939,14867.86,79607,363,257.75,91
"Madrid-Chamberí","2021-12-14",21302,15125.61,79607,1546,1097.75,92
"Madrid-Chamberí","2021-12-21",22848,16223.36,79607,2544,1806.38,93
"Madrid-Chamberí","2021-12-28",25392,18029.74,79607,1627,1155.26,94
"Madrid-Chamberí","2022-01-04",27019,19185,79607,1638,1163.07,95
"Madrid-Chamberí","2022-01-11",28657,20348.07,79607,1977,1403.78,96
"Madrid-Chamberí","2022-01-18",30634,21751.85,79607,1332,945.790000000001,97
"Madrid-Chamberí","2022-01-25",31966,22697.64,79607,965,685.209999999999,98
"Madrid-Chamberí","2022-02-01",32931,23382.85,79607,917,651.120000000003,99
"Madrid-Chamberí","2022-02-08",33848,24033.97,79607,407,288.989999999998,100
"Madrid-Chamberí","2022-02-15",34255,24322.96,79607,380,269.82,101
"Madrid-Chamberí","2022-02-22",34635,24592.78,79607,258,183.200000000001,102
"Madrid-Chamberí","2022-03-01",34893,24775.98,79607,229,162.600000000002,103
"Madrid-Chamberí","2022-03-08",35122,24938.58,79607,182,129.23,104
"Madrid-Chamberí","2022-03-15",35304,25067.81,79607,232,164.73,105
"Madrid-Chamberí","2022-03-22",35536,25232.54,79607,195,138.459999999999,106
"Madrid-Ciudad Lineal","2020-03-03",0,1.39,79615,18,6.93,1
"Madrid-Ciudad Lineal","2020-03-10",18,8.32,79615,136,62.88,2
"Madrid-Ciudad Lineal","2020-03-17",154,71.2,79615,412,190.49,3
"Madrid-Ciudad Lineal","2020-03-24",566,261.69,79615,380,175.7,4
"Madrid-Ciudad Lineal","2020-03-31",946,437.39,79615,482,222.85,5
"Madrid-Ciudad Lineal","2020-04-07",1428,660.24,79615,228,105.42,6
"Madrid-Ciudad Lineal","2020-04-14",1656,765.66,79615,255,117.9,7
"Madrid-Ciudad Lineal","2020-04-21",1911,883.56,79615,155,71.6700000000001,8
"Madrid-Ciudad Lineal","2020-04-28",2066,955.23,79615,67,30.97,9
"Madrid-Ciudad Lineal","2020-05-05",2133,986.2,79615,23,10.64,10
"Madrid-Ciudad Lineal","2020-05-12",2156,996.84,79615,31,14.3299999999999,11
"Madrid-Ciudad Lineal","2020-05-19",2187,1011.17,79615,128,59.1799999999999,12
"Madrid-Ciudad Lineal","2020-05-26",2315,1070.35,79615,24,11.1000000000001,13
"Madrid-Ciudad Lineal","2020-06-02",2339,1081.45,79615,34,15.72,14
"Madrid-Ciudad Lineal","2020-06-09",2373,1097.17,79615,21,9.71000000000004,15
"Madrid-Ciudad Lineal","2020-06-16",2394,1106.88,79615,12,5.54999999999995,16
"Madrid-Ciudad Lineal","2020-06-23",2406,1112.43,79615,30,13.8699999999999,17
"Madrid-Ciudad Lineal","2020-06-30",2436,1126.3,79615,44,20.3400000000001,18
"Madrid-Ciudad Lineal","2020-07-07",2480,1146.64,79615,34,15.7199999999998,19
"Madrid-Ciudad Lineal","2020-07-14",2514,1162.36,79615,28,12.95,20
"Madrid-Ciudad Lineal","2020-07-21",2542,1175.31,79615,31,14.3300000000002,21
"Madrid-Ciudad Lineal","2020-07-28",2573,1189.64,NA,90,41.6099999999999,22
"Madrid-Ciudad Lineal","2020-08-04",2663,1231.25,79615,208,96.1700000000001,23
"Madrid-Ciudad Lineal","2020-08-11",2871,1327.42,79615,362,167.37,24
"Madrid-Ciudad Lineal","2020-08-18",3233,1494.79,79615,580,268.17,25
"Madrid-Ciudad Lineal","2020-08-25",3813,1762.96,79615,746,344.92,26
"Madrid-Ciudad Lineal","2020-09-01",4559,2107.88,79615,786,363.41,27
"Madrid-Ciudad Lineal","2020-09-08",5345,2471.29,79615,1224,565.92,28
"Madrid-Ciudad Lineal","2020-09-15",6569,3037.21,79615,1133,523.85,29
"Madrid-Ciudad Lineal","2020-09-22",7702,3561.06,79615,825,381.44,30
"Madrid-Ciudad Lineal","2020-09-29",8527,3942.5,79615,578,267.24,31
"Madrid-Ciudad Lineal","2020-10-06",9105,4209.74,79615,527,243.66,32
"Madrid-Ciudad Lineal","2020-10-13",9632,4453.4,79615,475,219.620000000001,33
"Madrid-Ciudad Lineal","2020-10-20",10107,4673.02,79615,474,219.16,34
"Madrid-Ciudad Lineal","2020-10-27",10581,4892.18,79615,475,219.62,35
"Madrid-Ciudad Lineal","2020-11-03",11056,5111.8,79615,404,186.79,36
"Madrid-Ciudad Lineal","2020-11-10",11460,5298.59,79615,369,170.61,37
"Madrid-Ciudad Lineal","2020-11-17",11829,5469.2,79615,231,106.8,38
"Madrid-Ciudad Lineal","2020-11-24",12060,5576,79615,280,129.46,39
"Madrid-Ciudad Lineal","2020-12-01",12340,5705.46,79615,192,88.7699999999995,40
"Madrid-Ciudad Lineal","2020-12-09",12532,5794.23,79615,309,142.870000000001,41
"Madrid-Ciudad Lineal","2020-12-15",12841,5937.1,79615,360,166.45,42
"Madrid-Ciudad Lineal","2020-12-22",13201,6103.55,79615,303,140.09,43
"Madrid-Ciudad Lineal","2020-12-29",13504,6243.64,79615,519,239.96,44
"Madrid-Ciudad Lineal","2021-01-05",14023,6483.6,79615,827,382.37,45
"Madrid-Ciudad Lineal","2021-01-12",14850,6865.97,79615,768,355.09,46
"Madrid-Ciudad Lineal","2021-01-19",15618,7221.06,79615,954,441.089999999999,47
"Madrid-Ciudad Lineal","2021-01-26",16572,7662.15,79615,942,435.54,48
"Madrid-Ciudad Lineal","2021-02-02",17514,8097.69,79615,711,328.73,49
"Madrid-Ciudad Lineal","2021-02-09",18225,8426.42,79615,516,238.58,50
"Madrid-Ciudad Lineal","2021-02-16",18741,8665,79615,346,159.969999999999,51
"Madrid-Ciudad Lineal","2021-02-23",19087,8824.97,79615,295,136.400000000001,52
"Madrid-Ciudad Lineal","2021-03-02",19382,8961.37,79615,304,140.549999999999,53
"Madrid-Ciudad Lineal","2021-03-09",19686,9101.92,79615,303,140.1,54
"Madrid-Ciudad Lineal","2021-03-16",19989,9242.02,79615,244,112.809999999999,55
"Madrid-Ciudad Lineal","2021-03-23",20233,9354.83,79615,340,157.200000000001,56
"Madrid-Ciudad Lineal","2021-03-30",20573,9512.03,79615,293,135.469999999999,57
"Madrid-Ciudad Lineal","2021-04-06",20866,9647.5,79615,551,92.3299999999999,58
"Madrid-Ciudad Lineal","2021-04-13",21417,9739.83,79615,491,223.290000000001,59
"Madrid-Ciudad Lineal","2021-04-20",21908,9963.12,79615,494,224.65,60
"Madrid-Ciudad Lineal","2021-04-27",22402,10187.77,79615,458,208.289999999999,61
"Madrid-Ciudad Lineal","2021-05-04",22860,10396.06,79615,301,136.890000000001,62
"Madrid-Ciudad Lineal","2021-05-11",23161,10532.95,79615,256,116.42,63
